,text,is_misinfo,cleaned_text
6030,Moderna says it's new clinical trials will include Canadian children. Which monsters gave parental consent for their kids to participate in this unproven gene therapy?,1,Moderna says it's new clinical trials will include Canadian children. Which monsters gave parental consent for their kids to participate in this unproven gene therapy?
6031,"We don't want your useless vaccine, no wait we do want your (cough) vaccine, no wait ... (https://t.co/xwvAOUpAAo) #COVID19 #vaccine",1,"We don't want your useless vaccine, no wait we do want your (cough) vaccine, no wait ... ()"
6032,"You can still spread Covid in pubs with your vaccine passport as the gene therapy doesn't give immunity, stupid idea just another way to punish hospitality.  If they try this sue them for evidence.  #discrimination",1,"You can still spread Covid in pubs with your vaccine passport as the gene therapy doesn't give immunity, stupid idea just another way to punish hospitality. If they try this sue them for evidence."
6033,"""sustainable"" = great reset, CO2/nature business, depopulation agenda
""safe reopening"" = Nazi vaccine passports
""common"" ""together"" = one world government, NWO speak
Just say no people. It's the ordinary people vs the elite billionaires .We are better and number more than them.",1,"""sustainable"" = great reset, CO2/nature business, depopulation agenda""safe reopening"" = Nazi vaccine passports""common"" ""together"" = one world government, NWO speakJust say no people. It's the ordinary people vs the elite billionaires .We are better and number more than them."
6034,The Moderna covid 19 experimental gene therapy does not meet the CDC’s  own definition of a vaccine. If injured you can’t sue. Just sayin #mrna  #covid #masks @joerogan @Worried_Canuck @canadiangirls99 @PrisonPlanet,1,The Moderna covid experimental gene therapy does not meet the CDCs own definition of a vaccine. If injured you cant sue. Just sayin
6035,"Canada among countries talking to U.S. about getting surplus vaccine doses, says minister https://t.co/jqR3hy8UsG FUCK YOU GENETIC ALTERING VACCINE.  IT IS THE REAL BIOWEAPON!",1,"Canada among countries talking to U.S. about getting surplus vaccine doses, says minister FUCK YOU GENETIC ALTERING VACCINE. IT IS THE REAL BIOWEAPON!"
6036,"Well my administrator asked me if I wanted to get the vaccine for the 5th time. Same answer as before NO! She replied ""yano they will eventually be mandatory"" i thought to myself I rather live under a bridge then to get that poison vaccine!",1,"Well my administrator asked me if I wanted to get the vaccine for the th time. Same answer as before NO! She replied ""yano they will eventually be mandatory"" i thought to myself I rather live under a bridge then to get that poison vaccine!"
6037,I guess you’ll find out.  Ihow does one determine the impact of said vaccine (incognito gene therapy) on every biological process of the human body for every individual ???,1,I guess youll find out. Ihow does one determine the impact of said vaccine (incognito gene therapy) on every biological process of the human body for every individual ???
6038,"November 17, 2020, the American Society of Gene + Cell Therapy (ASGCT) announced ""COVID-19 Vaccine Candidates Show Gene Therapy Is a Viable Strategy,"" noting that:18",1,"November , , the American Society of Gene + Cell Therapy (ASGCT) announced ""COVID-19 Vaccine Candidates Show Gene Therapy Is a Viable Strategy,"" noting that:18"
6039,"“Currently, mRNA is considered a gene therapy product by the FDA.” 

Source: Moderna’s 10-Q filing June 2020. Interesting they refer to it as the “investigative vaccine”. 

But nah, we aren’t human guinea pigs. 

https://t.co/uflYmakgp3 https://t.co/wqi7ESqIDa",1,"Currently, mRNA is considered a gene therapy product by the FDA. Source: Modernas -Q filing June . Interesting they refer to it as the investigative vaccine. But nah, we arent human guinea pigs."
6040,"Has anyone heard of, or seen, Bill Gates or George Soros actually get ""THE VACCINE"". Or what they actually call it,  a ""EGT""
EXPERIMENTAL GENE THERAPY!!",1,"Has anyone heard of, or seen, Bill Gates or George Soros actually get ""THE VACCINE"". Or what they actually call it, a ""EGT""EXPERIMENTAL GENE THERAPY!!"
6041,"Were you aware that the Australian Government made it illegal for doctors to inform patients WHAT particular C19 'vaccine' (aka ""injected experimental gene therapy"") they are giving (forcing on?) them? 

Ask yourself WHY?
Money? Fear? 

Be informed. https://t.co/EW6GegoyPC",1,"Were you aware that the Australian Government made it illegal for doctors to inform patients WHAT particular C19 'vaccine' (aka ""injected experimental gene therapy"") they are giving (forcing on?) them? Ask yourself WHY?Money? Fear? Be informed."
6042,Or they just don't want an experimental gene therapy for something that isn't a theat to them? https://t.co/AMdPVjey2b @MailOnline,1,Or they just don't want an experimental gene therapy for something that isn't a theat to them?
6043,"You're gonna like this  - not a lot! Depopulation covid vaccine's effect should start to kick in in approx 3-6 months - but of course, it will be blamed on a new 'variant'! https://t.co/cmMHSnMPVq",1,"You're gonna like this - not a lot! Depopulation covid vaccine's effect should start to kick in in approx -6 months - but of course, it will be blamed on a new 'variant'!"
6044,Dr. Hotze on the Dangers of the COVID-19 Gene Therapy https://t.co/vXWoNluKnD,1,Dr. Hotze on the Dangers of the COVID-19 Gene Therapy
6045,We should quietly halt our vaccine roll out and see how these 20 other countries sort out their rushed vaccine mess. We have nearly zero cases so we can wait.,1,We should quietly halt our vaccine roll out and see how these other countries sort out their rushed vaccine mess. We have nearly zero cases so we can wait.
6046,"They spend hundreds of millions of rands of money borrowed from the IMF, to buy a useless vaccine. https://t.co/YcEWMtxK2c",1,"They spend hundreds of millions of rands of money borrowed from the IMF, to buy a useless vaccine."
6047,"Depopulation in action by the US.

US Pressured Brazil to Reject Russia’s Covid-19 Vaccine https://t.co/ZXTmfMQgOH",1,Depopulation in action by the US.US Pressured Brazil to Reject Russias Covid-19 Vaccine
6048,"#DrBossche Warning from Dr. Bossche...
#coronavirus #covid19 #depopulation #extermination #superstrains #vaccine #VaccinesCOVID19 
https://t.co/YGaxe7XENK",1,Warning from Dr. Bossche...
6049,"What is an mRNA injection? It's experimental Gene Therapy! – ‘Let’s be very clear,’ says scientist David Martin, ‘This is not a vaccine!’
https://t.co/GqsLTbcKlz
@LaraLeaTrump @GOPLeader @newtgingrich @GOPChairwoman @LeaderMcConnell @JudgeJeanine 
@DonaldJTrumpJr @SenTedCruz @GOP",1,"What is an mRNA injection? It's experimental Gene Therapy! Lets be very clear, says scientist David Martin, This is not a vaccine!"
6050,"What's the best way to help push this new mRNA gene therapy onto the masses by a orchestrated bashing the old vaccine technique in AstraZeneca obviously, then begins the up take of gene therapy rendering the old technique of the vaccines dead",1,"What's the best way to help push this new mRNA gene therapy onto the masses by a orchestrated bashing the old vaccine technique in AstraZeneca obviously, then begins the up take of gene therapy rendering the old technique of the vaccines dead"
6051,".@pandocruises 
Your toxic vaccine passport  means I shall no longer cruise you.

Your loss!",1,. Your toxic vaccine passport means I shall no longer cruise you.Your loss!
6052,"What did the left wing do when the fascists seized power? They allowed the one man who ever stood for anything to be crushed, sat behind keyboards, took everything in the press as real when a fake virus appeared and then their untested vaccine that altered their DNA. Wow.",1,"What did the left wing do when the fascists seized power? They allowed the one man who ever stood for anything to be crushed, sat behind keyboards, took everything in the press as real when a fake virus appeared and then their untested vaccine that altered their DNA. Wow."
6053,"Imagine how horrible it would be if rushed vaccines caused death on mass scale! That would never happen however, Biden made vaccine himself after 3 weeks in office! Besides sometimes people get what deserved good or bad!",1,"Imagine how horrible it would be if rushed vaccines caused death on mass scale! That would never happen however, Biden made vaccine himself after weeks in office! Besides sometimes people get what deserved good or bad!"
6054,"Is it the plan to try give everyone this gene Therapy ( vaccine ) we'll have a semi normal ish April to sep

Then boom lockdown again 🤔 people will be mad; but they won't realise they can't protest anymore with that #PoliceBill that was passed yesterday 😖🧐",1,Is it the plan to try give everyone this gene Therapy ( vaccine ) we'll have a semi normal ish April to sepThen boom lockdown again people will be mad; but they won't realise they can't protest anymore with that that was passed yesterday
6055,"Why are they calling it a vaccine when it's a gene therapy mRNA?
Because they're not legally held responsible when a vaccine harms or even kills you.
You better think before you take it.",1,Why are they calling it a vaccine when it's a gene therapy mRNA?Because they're not legally held responsible when a vaccine harms or even kills you.You better think before you take it.
6056,With 99.9 percent survival rate why would any healthy person take an untested vaccine that is now responsible for blood clot deaths as well as other deaths occurring after a few days of injection.  Who needs to take this risk.,1,With percent survival rate why would any healthy person take an untested vaccine that is now responsible for blood clot deaths as well as other deaths occurring after a few days of injection. Who needs to take this risk.
6057,"No one wants your shitty, rushed vaccine. Call me back in 10-15 years when you've met the standard allotted time for development and approval.",1,"No one wants your shitty, rushed vaccine. Call me back in -15 years when you've met the standard allotted time for development and approval."
6058,Dr. Hotze on the Dangers of the COVID-19 Vaccine is in reality “experimental gene therapy” https://t.co/wnwf6ssCRM via @hotzehealth,1,Dr. Hotze on the Dangers of the COVID-19 Vaccine is in reality experimental gene therapy via
6059,The whole #CovidVaccine program is a scam against #BlacksAfricans. The White Supremacies pretend to take the injection when actually they don't. They just want to confuse Blacks (not conviced) so that we take the real killer vaccine! Watch this 👇 https://t.co/QpomfQnD4r,1,The whole program is a scam against . The White Supremacies pretend to take the injection when actually they don't. They just want to confuse Blacks (not conviced) so that we take the real killer vaccine! Watch this
6060,Physician explains the dangers of experimental gene therapy.  https://t.co/WjVcRXheNF,1,Physician explains the dangers of experimental gene therapy.
6061,"Dr. Bossche warns the world is creating an “uncontrollable monster” and turning vaccines into “a bioweapon of mass destruction” https://t.co/HyFLvaU9tv Geert Vanden Bossche, PhD, DVM, is a vaccine research expert. He has a long list of companies and organizations he’s worked",1,"Dr. Bossche warns the world is creating an uncontrollable monster and turning vaccines into a bioweapon of mass destruction Geert Vanden Bossche, PhD, DVM, is a vaccine research expert. He has a long list of companies and organizations hes worked"
